cpd:C00001	H2O; Water
cpd:C18042	5alpha-Pregnane-3alpha,20alpha-diol; Allopregnane-3alpha,20alpha-diol
cpd:C18043	Cholesterol sulfate; Cholest-5-en-3beta-ol sulfate
cpd:C18044	3beta-Hydroxypregn-5-en-20-one sulfate; Pregnenolone sulfate
cpd:C18045	7alpha-Hydroxydehydroepiandrosterone; 7alpha-OH-DHEA; 3beta,7alpha-Dihydroxy-5-androstene-17-one
cpd:C18048	N-Succinyl-L-citrulline
cpd:C18059	CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol
cpd:C18062	TRIBOA-glucoside; 2,4,7-Trihydroxy-1,4-benzoxazin-3-one-glucoside; 2,4,7-Trihydroxy-2H-1,4-benzoxazin-3(4H)-one-glucoside
cpd:C18064	Pyropheophorbide a
cpd:C18069	N1,N5,N10-Tricoumaroyl spermidine
cpd:C18070	N1,N5,N10-Tricaffeoyl spermidine
cpd:C18071	N1,N5,N10-Triferuloyl spermidine
cpd:C18072	N1,N5,N10-Tri-(hydroxyferuloyl)-spermidine
cpd:C18073	N1,N5-Tri-di(hydroxyferuloyl)-N10-sinapoyl-spermidine
cpd:C18075	11beta,17beta-Dihydroxy-4-androsten-3-one; 11beta-Hydroxytestosterone
cpd:C18080	Osthenol
cpd:C18083	Demethylsuberosin; 7-Demethylsuberosin
cpd:C18092	dTDP-L-ristosamine; dTDP-3-amino-2,3,6-trideoxy-L-allose; dTDP-3-amino-2,3,6-trideoxy-L-ribo-hexose
cpd:C18095	Deltorphin B; Deltorphin II
cpd:C18096	D-Allulose 6-phosphate
cpd:C18097	Deltorphin C; Deltorphin I
cpd:C18098	Primary fluorescent chlorophyll catabolite
cpd:C18099	1,2,3,7,8-Pentachlorodibenzodioxin; 1,2,3,7,8-Pentachlorodibenzo-p-dioxin; 1,2,3,7,8-PeCDD; PCDD 54
cpd:C18100	1,2,3,4,7,8-Hexachlorodibenzodioxin; 1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin; 1,2,3,4,7,8-HxCDD; PCDD 66
cpd:C18101	1,2,3,6,7,8-Hexachlorodibenzodioxin; 1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin; 1,2,3,6,7,8-HxCDD; PCDD 67
cpd:C18102	1,2,3,7,8,9-Hexachlorodibenzodioxin; 1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin; 1,2,3,7,8,9-HxCDD; PCDD 70
cpd:C18103	1,2,3,4,6,7,8-Heptachlorodibenzodioxin; 1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin; 1,2,3,4,6,7,8-HpCDD; PCDD 73
cpd:C18104	2,3,7,8-Tetrachlorodibenzofuran; 2,3,7,8-TCDF; PCDF 83
cpd:C18105	1,2,3,7,8-Pentachlorodibenzofuran; 1,2,3,7,8-PeCDF; PCDF 94
cpd:C18106	2,3,4,7,8-Pentachlorodibenzofuran; 2,3,4,7,8-PeCDF; PCDF 114
cpd:C18107	1,2,3,4,7,8-Hexachlorodibenzofuran; 1,2,3,4,7,8-HxCDF; PCDF 118
cpd:C18108	1,2,3,7,8,9-Hexachlorodibenzofuran; 1,2,3,7,8,9-HxCDF; PCDF 124
cpd:C18109	1,2,3,6,7,8-Hexachlorodibenzofuran; 1,2,3,6,7,8-HxCDF; PCDF 121
cpd:C18110	2,3,4,6,7,8-Hexachlorodibenzofuran; 2,3,4,6,7,8-HxCDF; PCDF 130
cpd:C18111	1,2,3,4,6,7,8-Heptachlorodibenzofuran; 1,2,3,4,6,7,8-HpCDF; PCDF 131
cpd:C18112	1,2,3,4,7,8,9-Heptachlorodibenzofuran; 1,2,3,4,7,8,9-HpCDF; PCDF 134
cpd:C18113	1,2,3,4,6,7,8,9-Octachlorodibenzofuran; Octachlorodibenzofuran; OCDF; PCDF 135
cpd:C18114	3,4,4',5-Tetrachlorobiphenyl; PCB 81
cpd:C18115	3,4,5,3',4',5'-Hexachlorobiphenyl; PCB 169
cpd:C18116	2,3,4,3',4'-Pentachlorobiphenyl; PCB 105
cpd:C18117	2,3,4,4',5-Pentachlorobiphenyl; PCB 114
cpd:C18118	2,3',4,4',5-Pentachlorobiphenyl; PCB 118
cpd:C18119	2,3',4,4',5'-Pentachlorobiphenyl; PCB 123
cpd:C18120	2,3,3',4,4',5-Hexachlorobiphenyl; PCB 156
cpd:C18121	2,3,3',4,4',5'-Hexachlorobiphenyl; PCB 157
cpd:C18122	2,3',4,4',5,5'-Hexachlorobiphenyl; PCB 167
cpd:C18123	2,3,3',4,4',5,5'-Heptachlorobiphenyl; PCB 189
cpd:C18125	1-Acyl-sn-glycero-3-phosphoserine
cpd:C18126	1-Acyl-sn-glycero-3-phosphoglycerol
cpd:C18128	Naltrindole; NTI
cpd:C18129	Monolysocardiolipin; MLCL
cpd:C18131	Geranyl-hydroxybenzoate
cpd:C18132	3''-Hydroxy-geranylhydroquinone
cpd:C18133	Deoxyshikonin
cpd:C18134	Dihydroechinofuran
cpd:C18135	Dihydroshikonofuran
cpd:C18151	7(1)-Hydroxychlorophyll a; 7-Hydroxymethylchlorophyll a
cpd:C18152	3-Vinylbacteriochlorophyllide a
cpd:C18153	3-Hydroxyethylbacteriochlorophyllide a
cpd:C18154	3-Hydroxyethylchlorophyllide a
cpd:C18155	Bacteriochlorophyllide a
cpd:C18156	Bacteriochlorophyllide b
cpd:C18157	3-Vinylbacteriochlorophyllide d
cpd:C18158	17-Oxosparteine
cpd:C18160	Bacteriochlorophyllide d
cpd:C18161	Bacteriochlorophyllide c
cpd:C18162	Bacteriochlorophyll d
cpd:C18163	Bacteriochlorophyll c
cpd:C18168	Diacylglycerylhomoserine; DGHS
cpd:C18169	Diacylglyceryl-N,N,N-trimethylhomoserine; DGTS
cpd:C18172	Carboxyspermidine; 2-Amino-4-[(4-aminobutyl)amino]-butanoic acid
cpd:C18174	Carboxynorspermidine
cpd:C18180	1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin; Octachlorodibenzo-p-dioxin; OCDD; PCDD 75
cpd:C18195	(3R)-11-cis-3-Hydroxyretinal
cpd:C18196	(3R)-all-trans-3-Hydroxyretinal
cpd:C18202	8-Methyl-6-nonenoic acid
cpd:C18206	cis-11-Methyl-2-dodecenoic acid
cpd:C18211	Isopimara-7,15-diene
cpd:C18215	Bis(4-hydroxyphenyl)methanol
cpd:C18216	4-Hydroxyphenyl-4-hydroxybenzoate
cpd:C18217	16-Feruloyloxypalmitate; 16-Feruloyloxypalmitic acid
cpd:C18218	16-Hydroxypalmitate; 16-Hydroxypalmitic acid
cpd:C18219	Palustradienol
cpd:C18220	Palustradienal
cpd:C18221	Isopimaradienol
cpd:C18222	Isopimaradienal
cpd:C18223	Stemar-13-ene
cpd:C18224	Stemod-13(17)-ene
cpd:C18225	9beta-Pimara-7,15-diene
cpd:C18226	ent-Cassa-12,15-diene
cpd:C18228	ent-Pimara-8(14),15-diene
cpd:C18229	Fusicocca-2,10(14)-diene
cpd:C18231	Calcitetrol
cpd:C18232	N-Formylmaleamic acid
cpd:C18236	1,2,3,4-Tetrachlorobenzene
cpd:C18237	Molybdoenzyme molybdenum cofactor; Molybdenum cofactor
cpd:C18238	cis-Chlorobenzene dihydrodiol
cpd:C18239	Precursor Z; Cyclic pyranopterin monophosphate; Cyclic pyranopterin phosphate; cPMP
cpd:C18240	Tetrachlorocatechol; Tetrachloro-1,2-benzenediol
cpd:C18241	Tetrachloro-cis,cis-muconate
cpd:C18242	2,3,5-Trichlorodienelactone
cpd:C18243	2,3,5-Trichloromaleylacetate
cpd:C18244	2,4-Dichloro-3-oxoadipate
cpd:C18245	8-epi-Cedrol
cpd:C18246	1,1,1-Trichloroethane; Methylchloroform
cpd:C18247	1,1-Dichloroethane
cpd:C18248	Chloroethane; Ethyl chloride
cpd:C18249	cis-4,5-Dihydroxy-4,5-dihydropyrene; cis-4,5-Dihydro-4,5-pyrenediol
cpd:C18250	4,5-Dihydroxypyrene
cpd:C18251	Pyrene-4,5-dione; 4,5-Pyrenequinone
cpd:C18252	Phenanthrene-4,5-dicarboxylate
cpd:C18253	Phenanthrene-4-carboxylate; 4-Phenanthroic acid
cpd:C18254	Pyrene-4,5-oxide; Pyrene-4,5-epoxide
cpd:C18255	trans-4,5-Dihydroxy-4,5-dihydropyrene; trans-4,5-Pyrenedihydrodiol
cpd:C18256	cis-3,4-Phenanthrenedihydrodiol-4-carboxylate
cpd:C18257	Pyrene-1,6-dione; 1,6-Pyrenequinone
cpd:C18258	Pyrene-1,8-dione; 1,8-Pyrenequinone
cpd:C18259	1-Methoxypyrene
cpd:C18260	1,6-Dimethoxypyrene
cpd:C18261	1-Hydroxy-6-methoxypyrene; 6-Methoxy-1-pyrenol
cpd:C18262	1-Methoxypyrene-6,7-oxide
cpd:C18263	1,6-Dihydroxypyrene; 1,6-Pyrenediol
cpd:C18264	1,8-Dihydroxypyrene; 1,8-Pyrenediol
cpd:C18265	1-Hydroxypyrene-6,7-oxide
cpd:C18266	1-Hydroxypyrene-7,8-oxide
cpd:C18267	Pyrene-1,2-oxide
cpd:C18269	1-Pyrenylsulfate
cpd:C18270	Benzo[a]pyrene-cis-4,5-dihydrodiol
cpd:C18271	cis-4-(7-Hydroxtpyren-8-yl)-2-oxobut-3-enoate
cpd:C18272	cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate
cpd:C18273	7,8-Dihydropyrene-8-carboxylate; 1,2-Dihydropyrene-1-carboxylate
cpd:C18274	7,8-Dihydropyrene-7-carboxylate; 1,2-Dihydropyrene-2-carboxylate
cpd:C18275	Benzo[a]pyrene-cis-7,8-dihydrodiol
cpd:C18276	Benzo[a]pyrene-cis-9,10-dihydrodiol
cpd:C18277	4,5-Chrysenedicarboxylate
cpd:C18278	9,10-Dihydroxybenzo[a]pyrene; Benzo[a]pyrene-9,10-diol
cpd:C18279	4,5-Dihydroxybenzo[a]pyrene; Benzo[a]pyrene-4,5-diol
cpd:C18280	11,12-Dihydroxybenzo[a]pyrene; Benzo[a]pyrene-11,12-diol
cpd:C18281	10-Oxabenzo[def]chrysen-9-one; 9H-Pyreno[1,2-b]pyran-9-one
cpd:C18282	5-Chrysenecarboxylate
cpd:C18283	4-Chrysenecarboxylate
cpd:C18284	Benzo[a]pyrene-cis-11,12-dihydrodiol
cpd:C18285	Benzo[a]pyrene-trans-11,12-dihydrodiol
cpd:C18286	Benzo[a]pyrene-11,12-epoxide
cpd:C18287	Monocyte locomotion inhibitory factor; MLIF
cpd:C18288	Core protein; Capsid protein C
cpd:C18289	Envelope glycoprotein E2; NS1
cpd:C18290	Serine protease NS3
cpd:C18291	Non-structural protein 4A; NS4A
cpd:C18292	Non-structural protein 5A; NS5A
cpd:C18293	Nonaketamide monocyclic intermediate
cpd:C18294	Nonaketamide tricyclic intermediate
cpd:C18295	Pretetramid; Pretetramide
cpd:C18296	5a,11a-Dehydrooxytetracycline
cpd:C18297	Anhydrochlortetracycline; Anhydro-7-chlorotetracycline
cpd:C18298	5a,11a-Dehydrochlortetracycline; Dehydrochlortetracycline; 5a,11a-Dehydro-7-chlorotetracycline
cpd:C18299	4-Aminoanhydrochlortetracycline; 4-Aminoanhydro-7-chlorotetracycline
cpd:C18300	2,4-Dichlorotoluene
cpd:C18301	4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene
cpd:C18302	4,6-Dichloro-3-methylcatechol
cpd:C18303	3,5-Dichloro-2-methylmuconate
cpd:C18304	2-Chloro-5-methyl-cis-dienelactone
cpd:C18305	2-Chloro-5-methylmaleylacetate
cpd:C18306	5-Methylmaleylacetate
cpd:C18307	2-Methyl-3-oxoadipate
cpd:C18308	3,5-Dichloro-2-methylmuconolactone
cpd:C18309	3-Chloro-2-methyldienelactone
cpd:C18310	3-Chloro-2-methylmaleylacetate
cpd:C18311	4-Methyl-3-oxoadipate-enol-lactone
cpd:C18312	4-Methyl-3-oxoadipate
cpd:C18313	LL-37
cpd:C18314	Phthalate 3,4-cis-dihydrodiol
cpd:C18315	4-Methyl-5-nitrocatechol
cpd:C18316	2-Hydroxy-5-methylquinone; 2-Hydroxy-5-methyl-1,4-benzoquinone
cpd:C18317	2,4,5-Trihydroxytoluene
cpd:C18318	cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate
cpd:C18319	2-Methylbutyrate; 2-Methylbutyric acid
cpd:C18320	4-Amino-2-nitrotoluene
cpd:C18321	(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E)-Decaprenyl diphosphate
cpd:C18323	Mesaconyl-C4-CoA
cpd:C18324	(2S)-Methylsuccinyl-CoA; Methylsuccinyl-CoA; Methylsuccinyl-coenzyme A
cpd:C18325	Feruloylagmatine
cpd:C18326	p-Coumaroylputrescine
cpd:C18327	7,9,12-Octaketide intermediate 1
cpd:C18328	7,9,12-Octaketide intermediate 2
cpd:C18329	7,9,12-Octaketide intermediate 3
cpd:C18330	7,9,12-Decaketide intermediate 1
cpd:C18331	7,9,12-Decaketide intermediate 2
cpd:C18332	7,9,12-Decaketide intermediate 3
cpd:C18333	7,9,12-Decaketide intermediate 4
cpd:C18334	7,9,12-Decaketide intermediate 5
cpd:C18335	7,9,12-Decaketide intermediate 6
cpd:C18336	7,12-Decaketide intermediate 1
cpd:C18337	9,14-Decaketide intermediate 1
cpd:C18338	5-Carboxyvanillic acid; 5-Carboxyvanillate; 4-Hydroxy-5-methoxy-1,3-benzenedicarboxylate; 4-Hydroxy-5-methoxyisophthalate
cpd:C18345	4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate
cpd:C18347	5,5'-Dehydrodivanillate
cpd:C18348	2,2',3-Trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl
cpd:C18349	4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate
cpd:C18351	4-Aminocatechol; 4-Amino-1,2-benzenediol; 3,4-Dihydroxyaniline
cpd:C18353	Octaketide bicyclic intermediate
cpd:C18354	(S)-Chiral alcohol
cpd:C18355	(R)-Chiral alcohol
cpd:C18356	(S)-Hemiketal
cpd:C18357	(R)-Hemiketal
cpd:C18358	DHK-OH; Hydroxylated dihydrokalafungin
cpd:C18359	Dihydrogranaticin
cpd:C18360	Dihydrokalafungin dihydroquinone form; DHKred
cpd:C18629	12-Deoxynogalonic acid
cpd:C18630	Nogalaviketone
cpd:C18631	Nogalavinone; Nogalamycinone
cpd:C18632	1-OH-Nogalamycinone
cpd:C18633	Nogalamycin
cpd:C18634	Aclacinomycin T; Rhodosaminyl-aklavinone
cpd:C18635	Aclacinomycin S; L-2-Deoxyfucosyl-L-rhodosaminyl-aklavinone
cpd:C18637	Aclacinomycin N
cpd:C18638	Aclacinomycin A
cpd:C18639	Aclacinomycin Y
cpd:C18640	epsilon-Rhodomycin T
cpd:C18641	15-Demethoxy-epsilon-rhodomycin
cpd:C18642	beta-Rhodomycin; Rhodomycin B
cpd:C18678	UWM6
cpd:C18679	2,3-Dehydro-UWM6; Prejadomycin
cpd:C18680	Jadomycin A; Jadomycin B aglycon
cpd:C18681	C1'-C9-Glycosylated UWM6
cpd:C18682	11-Deoxylandomycinone
cpd:C18683	Landomycin H
cpd:C18684	Landomycin D
cpd:C18685	Landomycin E
cpd:C18699	(-)-Jasmonoyl-L-isoleucine; (-)-JA-L-Ile
cpd:C18709	Decaketide tricyclic intermediate
cpd:C18710	3A-Deolivosylpremithramycin B
cpd:C18711	Mithramycin DK
cpd:C18778	8-D-Olivosyl-landomycin; Landomycin I
cpd:C18796	(2R)-2-Hydroxy-2-methylbutanenitrile; 2-Hydroxy-2-methylbutanenitrile
cpd:C18802	Tetrahydrosarcinapterin; H4SPT; 5,6,7,8-Tetrahydrosarcinapterin
cpd:C18835	(R)-DNPA
cpd:C18870	Selenodiglutathione; GSSeSG
cpd:C18871	Glutathioselenol; GSSeH
cpd:C18872	Trimethylselenonium
cpd:C18893	1-Methylseleno-N-acetyl-D-galactosamine
cpd:C18902	Methylselenic acid; Methylseleninate
cpd:C18904	Methylselenopyruvate; beta-Methylselenopyruvate
cpd:C18905	Methylselenocysteine Se-oxide; Methylselenocysteine selenooxide
cpd:C18910	2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one; 2,5-Diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate
cpd:C18911	(R)-4-Phosphopantoate
cpd:C18990	PB1-F2
cpd:C18991	Protein P; Measles Phosphoprotein
cpd:C18994	Accessory protein p12I
cpd:C18995	P13 protein
cpd:C18996	Accessory protein p30II
cpd:C18997	Protein C
cpd:C18998	Non-structural protein V
cpd:C19079	(4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone; (4R)-7-Hydroxy-4-isopropenyl-7-methyloxepan-2-one
cpd:C19081	(4S)-Limonene-1,2-epoxide
cpd:C19082	(1R,2R,4S)-Limonene-1,2-diol; (1R,2R,4S)-Menth-8-ene-1,2-diol
cpd:C19083	(1R,4S)-1-Hydroxy-2-oxolimonene
cpd:C19084	(4S)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone; (4S)-7-Hydroxy-4-isopropenyl-7-methyloxepan-2-one
cpd:C19151	Coenzyme F420-3
cpd:C19152	Coenzyme F420-1
cpd:C19153	Coenzyme F420-0
cpd:C19154	7,8-Didemethyl-8-hydroxy-5-deazariboflavin
cpd:C19155	(2S)-Lactyl-2-diphospho-5'-guanosine
cpd:C19156	(2S)-2-Phospholactate
cpd:C19161	Chromium (VI); Chromium ion (6+); Chromium hexavalent ion
cpd:C19164	Sulfur mustard; Mustard gas; Iprit
cpd:C19180	2-Amino-3-methylimidazo[4,5-f]quinoline; IQ
cpd:C19190	Trehalose-6,6'-dibehenate
cpd:C19255	MeIQx; 8-Methyl-IQX; 2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline
cpd:C19313	HTLV-1 basic zipper factor; HBZ
cpd:C19368	Chromium (III); Chromium (III) ion
cpd:C19418	cis-9,10-Epoxystearic acid
cpd:C19488	7,12-Dimethylbenz[a]anthracene; DMBA
cpd:C19489	1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene
cpd:C19490	trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene; trans-DMBA-3,4-dihydrodiol
cpd:C19491	(E)-2-Methylbutanal oxime
cpd:C19525	Sudan I; C.I. Solvent Yellow 14
cpd:C19559	(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol
cpd:C19561	7-Hydroxymethyl-12-methylbenz[a]anthracene; 12-Methylbenz[a]anthracene-7-methanol
cpd:C19562	7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate
cpd:C19563	4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone
cpd:C19564	4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone
cpd:C19565	4-Hydroxy-1-(3-pyridinyl)-1-butanone
cpd:C19566	4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone
cpd:C19567	4-Oxo-1-(3-pyridyl)-1-butanone; gamma-Oxo-3-pyridinebutanal; 4-Oxo-4-(pyridin-3-yl)butanal; 3-Succinoylsemialdehyde-pyridine
cpd:C19568	N-nitrosomethanamine
cpd:C19569	3-Succinoylpyridine; 4-Oxo-4-(pyridin-3-yl)butanoate
cpd:C19574	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol; NNAL
cpd:C19577	1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol
cpd:C19578	5-(3-Pyridyl)-2-hydroxytetrahydrofuran
cpd:C19579	gamma-Hydroxy-3-pyridinebutanoate
cpd:C19580	alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol
cpd:C19581	alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol
cpd:C19582	1-(3-Pyridinyl)-1,4-butanediol
cpd:C19585	Aflatoxin Q1
cpd:C19586	Aflatoxin B1-exo-8,9-epoxide; 2,3-Epoxyaflatoxin B1
cpd:C19588	Aflatoxin B1 diol; Aflatoxin B1-2,3-dihydrodiol
cpd:C19589	Aflatoxin B1 dialdehyde
cpd:C19590	6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione
cpd:C19591	1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal
cpd:C19592	alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde
cpd:C19594	Aflatoxin-M1-8,9-epoxide
cpd:C19595	Aflatoxin B1-endo-8,9-epoxide
cpd:C19596	Lipooligosaccharide; LOS
cpd:C19602	4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone; 4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanone; NNK-N-oxide
cpd:C19603	4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol; NNAL-N-oxide
cpd:C19604	7,12-Dimethylbenz[a]anthracene 5,6-oxide; DMBA-5,6-epoxide
cpd:C19605	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide; NNAL-O-glucuronide
cpd:C19606	NNAL-N-glucuronide
cpd:C19607	trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene; trans-DMBA-5,6-dihydrodiol
cpd:C19609	Nickel(2+); Ni2+; Ni(II)
cpd:C19614	16-Oxo-palmitate
cpd:C19615	Hexadecanedioate
cpd:C19616	18-Hydroxyoleate
cpd:C19617	18-Oxooleate
cpd:C19618	Octadec-9-ene-1,18-dioic-acid
cpd:C19620	9,10-Epoxy-18-hydroxystearate
cpd:C19621	9,10,18-Trihydroxystearate
cpd:C19622	9,10-Dihydroxystearate
cpd:C19623	22-Hydroxydocosanoate
cpd:C19624	22-Oxo-docosanoate
cpd:C19625	Docosanedioate
cpd:C19630	Diketone
cpd:C19631	6-Hydroxy-3-succinoylpyridine; 4-(6-Hydroxypyridin-3-yl)-4-oxobutanoate
cpd:C19673	Malonyl-[acp] methyl ester; Malonyl-[acyl-carrier protein] methyl ester
cpd:C19676	Germacra-1(10),4,11(13)-trien-12-ol
cpd:C19678	Germacrene A acid; Germacra-1(10),4,11(13)-trien-12-oate
cpd:C19691	Farnesylcysteine; S-(2E,6E)-Farnesyl-L-cysteine; S-trans-trans-Farnesylcysteine
cpd:C19692	Polysulfide; (Sulfide)n; Polysulfane
cpd:C19707	(+)-Columbianetin; (S)-Columbianetin
cpd:C19708	5-Epiaristolochene; (+)-5-Epiaristolochene; 5-epi-Aristolochene; (+)-5-epi-Aristolochene
cpd:C19711	Solavetivol
cpd:C19712	N-Hydroxy-L-phenylalanine; 2-(Hydroxyamino)-3-phenylpropanoate
cpd:C19714	(E)-Phenylacetaldoxime; (E)-Phenylacetaldehyde oxime
cpd:C19715	N,N-Dihydroxy-L-phenylalanine
cpd:C19725	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate; UDP-alpha-D-GlcNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid
cpd:C19732	24-Hydroxy-beta-amyrin; Olean-12-ene-3beta,24-diol
cpd:C19736	(+)-alpha-Santalene
cpd:C19740	(+)-alpha-Barbatene
cpd:C19742	(+)-delta-Selinene
cpd:C19745	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate; UDP-alpha-D-ManNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid
cpd:C19746	(3R,6E)-Nerolidol
cpd:C19747	Germacrene C
cpd:C19748	(E)-gamma-Bisabolene
cpd:C19749	(E)-alpha-Bisabolene
cpd:C19751	(S)-beta-Bisabolene
cpd:C19752	(S)-beta-Macrocarpene
cpd:C19753	cis-Muurola-3,5-diene
cpd:C19755	Patchoulol
cpd:C19759	7,9,9'-tricis-Neurosporene; 7,9,9'-tri-cis-Neurosporene
cpd:C19760	(2Z,6Z)-Farnesyl diphosphate
cpd:C19762	Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside
cpd:C19764	9,15,9'-tricis-zeta-Carotene
cpd:C19765	15,9'-dicis-Phytofluene
cpd:C19795	1-Hydroxy-1,2-dihydrolycopene; Rhodopin; 1-Hydroxylycopene
cpd:C19796	Quercetin 3-O-rhamnoside 7-O-glucoside
cpd:C19797	4,4'-Diapolycopene
cpd:C19798	4,4'-Diapolycopenedial
cpd:C19801	Isomultiflorenol
cpd:C19819	Cucurbitadienol
cpd:C19820	Protostadienol; (17Z)-Protosta-17(20),24-dien-3beta-ol
cpd:C19823	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose; UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose
cpd:C19828	Arabidiol; (13R,14R,17E)-Malabarica-17,21-diene-3beta,14-diol
cpd:C19829	Dammarenediol II; (20S)-Dammar-24-ene-3beta,20-diol
cpd:C19832	Thalianol
cpd:C19833	Germanicol; (3beta)-Olean-18-en-3-ol
cpd:C19834	Dammara-20,24-diene; Dammara-18(28),21-diene
cpd:C19835	Camelliol C
cpd:C19845	Pimelyl-[acyl-carrier protein]; Pimelyl-[acp]; Pimeloyl-[acyl-carrier protein]; Pimeloyl-[acp]
cpd:C19846	Pimelyl-[acyl-carrier protein] methyl ester; Pimelyl-[acp] methyl ester; Pimeloyl-[acyl-carrier protein] methyl ester; Pimeloyl-[acp] methyl ester
cpd:C19852	tritrans,heptacis-Undecaprenyl diphosphate
cpd:C19853	trans,polycis-Polyprenyl diphosphate
cpd:C19863	Lupan-3beta,20-diol; 3beta,20-Dihydroxylupane; Monogynol A
cpd:C19872	N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine; 2-Methyl-4-amino-5-(formylaminomethyl)pyrimidine; FAMP
cpd:C19873	26-Hydroxycastasterone
cpd:C19874	26-Hydroxybrassinolide
cpd:C19877	4-O-Phospho-alpha-Kdo-(2->6)-lipid IVA
cpd:C19878	D-glycero-alpha-D-manno-Heptose 7-phosphate
cpd:C19879	D-glycero-alpha-D-manno-Heptose 1,7-bisphosphate
cpd:C19880	D-glycero-alpha-D-manno-Heptose 1-phosphate
cpd:C19881	GDP-D-glycero-alpha-D-manno-heptose
cpd:C19886	LysW-gamma-L-alpha-aminoadipate; [LysW]-L-2-aminoadipate
cpd:C19887	LysW-gamma-L-alpha-aminoadipyl-6-phosphate
cpd:C19888	LysW-gamma-L-alpha-aminoadipate 6-semialdehyde
cpd:C19889	LysW-gamma-L-lysine
cpd:C19891	D-chiro-Inositol
cpd:C19912	N-Arachidonoyl-phosphatidylethanolamine
cpd:C19913	Phospho-anandamide
cpd:C19929	N-alpha-Acetyl-L-2,4-diaminobutyrate
cpd:C19939	Pentalen-13-al
cpd:C19944	3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione; Secophenol
cpd:C19945	3-Oxo-5,6-dehydrosuberyl-CoA
cpd:C19946	3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde
cpd:C19961	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine; UDP-4-amino-4,6-dideoxy-beta-L-AltNAc; UDP-2-acetamido-4-amino-2,4,6-trideoxy-beta-L-altrose
